Name,ISSN,Journal Impact Factor,eISSN
COMPETITIVENESS REVIEW,1059-5422,2.9,2051-3143
COMPLEMENTARY MEDICINE RESEARCH,2504-2092,1.8,2504-2106
COMPLEMENTARY THERAPIES IN CLINICAL PRACTICE,1744-3881,3,1873-6947
COMPLEMENTARY THERAPIES IN MEDICINE,0965-2299,3.6,1873-6963
COMPLEX & INTELLIGENT SYSTEMS,2199-4536,5.8,2198-6053
COMPLEX ANALYSIS AND OPERATOR THEORY,1661-8254,0.8,1661-8262
COMPLEX LIGHT AND OPTICAL FORCES XVI,n/a,n/a,n/a
COMPLEX MANIFOLDS,2300-7443,0.5,2300-7443
"COMPLEX NETWORKS & THEIR APPLICATIONS X, VOL 1",n/a,n/a,n/a
"COMPLEX NETWORKS & THEIR APPLICATIONS X, VOL 2",n/a,n/a,n/a
"COMPLEX NETWORKS AND THEIR APPLICATIONS XI, COMPLEX NETWORKS 2022, VOL 1",n/a,n/a,n/a
"COMPLEX NETWORKS AND THEIR APPLICATIONS XI, COMPLEX NETWORKS 2022, VOL 2",n/a,n/a,n/a
"COMPLEX NETWORKS XIV, COMPLENET 2023",n/a,n/a,n/a
COMPLEX RIVALRY,n/a,n/a,n/a
COMPLEX SYSTEMS,0891-2513,1.2,0891-2513
COMPLEX VARIABLES AND ELLIPTIC EQUATIONS,1747-6933,0.9,1747-6941
COMPLEXITY,1076-2787,2.3,1099-0526
COMPLEXITY IN GAMES TEACHING AND COACHING,n/a,n/a,n/a
COMPLEXITY IN ORGANIZATIONS,n/a,n/a,n/a
COMPLUTENSE JOURNAL OF ENGLISH STUDIES,2386-3935,0.1,2386-6624
COMPLUTUM,1131-6993,0.4,1988-2327
COMPONENTS AND PACKAGING FOR LASER SYSTEMS VIII,n/a,n/a,n/a
COMPOSITE INTERFACES,0927-6440,2.6,1568-5543
COMPOSITE STRUCTURES,0263-8223,6.3,1879-1085
COMPOSITES AND ADVANCED MATERIALS,n/a,1.6,2634-9833
COMPOSITES COMMUNICATIONS,2452-2139,8,2452-2139
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,1359-835X,8.7,1878-5840
COMPOSITES PART B-ENGINEERING,1359-8368,13.1,1879-1069
COMPOSITES PART C: OPEN ACCESS,2666-6820,4.2,2666-6820
COMPOSITES RESEARCH,2288-2103,0.3,2288-2111
COMPOSITES SCIENCE AND TECHNOLOGY,0266-3538,9.1,1879-1050
COMPOSITES THEORY AND PRACTICE,2084-6096,0.8,2299-128X
COMPOSITES-MECHANICS COMPUTATIONS APPLICATIONS,2152-2057,0.2,2152-2073
COMPOSITIO MATHEMATICA,0010-437X,1.8,1570-5846
COMPOST SCIENCE & UTILIZATION,1065-657X,n/a,2326-2397
COMPOUND CONTAINMENT,n/a,n/a,n/a
COMPREHENSIVE CHILD AND ADOLESCENT NURSING-BUILDING EVIDENCE FOR PRACTICE,2469-4193,2.1,2469-4207
COMPREHENSIVE PHYSIOLOGY,2040-4603,5.8,2040-4603
COMPREHENSIVE PSYCHIATRY,0010-440X,7.3,1532-8384
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,14.8,1541-4337
COMPTABILITE CONTROLE AUDIT,1262-2788,1,n/a
COMPTES RENDUS BIOLOGIES,1631-0691,2,1768-3238
COMPTES RENDUS CHIMIE,1631-0748,1.6,1878-1543
COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES,1310-1331,0.3,n/a
COMPTES RENDUS GEOSCIENCE,1631-0713,1.4,1778-7025
COMPTES RENDUS MATHEMATIQUE,1631-073X,0.8,1778-3569
COMPTES RENDUS MECANIQUE,1631-0721,0.8,1873-7234
COMPTES RENDUS PALEVOL,1631-0683,1.1,1777-571X
COMPTES RENDUS PHYSIQUE,1631-0705,1.4,1878-1535
COMPULSIVE BODY SPACES,n/a,n/a,n/a
COMPUTABILITY-THE JOURNAL OF THE ASSOCIATION CIE,2211-3568,0.6,2211-3576
COMPUTACION Y SISTEMAS,1405-5546,0.6,2007-9737
COMPUTATION,n/a,2.2,2079-3197
COMPUTATIONAL & APPLIED MATHEMATICS,2238-3603,2.6,1807-0302
COMPUTATIONAL AERODYNAMICS,n/a,n/a,n/a
COMPUTATIONAL AND CORPUS-BASED PHRASEOLOGY,n/a,n/a,n/a
COMPUTATIONAL AND DECISION METHODS IN ECONOMICS AND BUSINESS,n/a,n/a,n/a
COMPUTATIONAL AND MATHEMATICAL METHODS,n/a,0.9,2577-7408
COMPUTATIONAL AND MATHEMATICAL METHODS IN MEDICINE,1748-670X,n/a,1748-6718
COMPUTATIONAL AND MATHEMATICAL ORGANIZATION THEORY,1381-298X,1.8,1572-9346
COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,2001-0370,6,2001-0370
COMPUTATIONAL AND THEORETICAL CHEMISTRY,2210-271X,2.8,1872-7999
COMPUTATIONAL BIOLOGY AND CHEMISTRY,1476-9271,3.1,1476-928X
"COMPUTATIONAL COLLECTIVE INTELLIGENCE, ICCCI 2022",n/a,n/a,n/a
COMPUTATIONAL COMPLEXITY,1016-3328,1.4,1420-8954
COMPUTATIONAL CONDENSED MATTER,2352-2143,2.1,2352-2143
COMPUTATIONAL DIFFUSION MRI (CDMRI 2022),n/a,n/a,n/a
COMPUTATIONAL ECONOMICS,0927-7099,2,1572-9974
COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,0925-7721,0.6,1879-081X
COMPUTATIONAL GEOSCIENCES,1420-0597,2.5,1573-1499
COMPUTATIONAL INTELLIGENCE,0824-7935,2.8,1467-8640
COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,1687-5265,n/a,1687-5273
"COMPUTATIONAL INTELLIGENCE METHODS FOR BIOINFORMATICS AND BIOSTATISTICS, CIBB 2021",n/a,n/a,n/a
COMPUTATIONAL LINGUISTICS,0891-2017,9.3,1530-9312
COMPUTATIONAL LOGISTICS (ICCL 2022),n/a,n/a,n/a
COMPUTATIONAL MANAGEMENT SCIENCE,1619-697X,0.9,1619-6988
COMPUTATIONAL MATERIALS SCIENCE,0927-0256,3.3,1879-0801
COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,0965-5425,0.7,1555-6662
"COMPUTATIONAL MATHEMATICS MODELING IN CANCER ANALYSIS, CMMCA 2022",n/a,n/a,n/a
COMPUTATIONAL MECHANICS,0178-7675,4.1,1432-0924
COMPUTATIONAL METHODS AND FUNCTION THEORY,1617-9447,2.1,2195-3724
COMPUTATIONAL METHODS FOR DIFFERENTIAL EQUATIONS,2345-3982,1.1,2383-2533
COMPUTATIONAL METHODS IN APPLIED MATHEMATICS,1609-4840,1.3,1609-9389
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,0926-6003,2.2,1573-2894
COMPUTATIONAL PARTICLE MECHANICS,2196-4378,3.3,2196-4386
"COMPUTATIONAL PROCESSING OF THE PORTUGUESE LANGUAGE, PROPOR 2022",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE - ICCS 2022, PT I",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE - ICCS 2022, PT III",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2022 WORKSHOPS, PART III",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2022 WORKSHOPS, PART IV",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2022 WORKSHOPS, PART V",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS, ICCSA 2022 WORKSHOPS, PT I",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS, ICCSA 2022 WORKSHOPS, PT VI",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS, ICCSA 2022, PT I",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS, ICCSA 2022, PT II",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE, ICCS 2022, PT II",n/a,n/a,n/a
"COMPUTATIONAL SCIENCE, ICCS 2022, PT IV",n/a,n/a,n/a
COMPUTATIONAL STATISTICS,0943-4062,1.3,1613-9658
COMPUTATIONAL STATISTICS & DATA ANALYSIS,0167-9473,1.8,1872-7352
COMPUTATIONAL THERMAL SCIENCES,1940-2503,1.5,1940-2554
COMPUTATIONAL VISION AND BIO-INSPIRED COMPUTING ( ICCVBIC 2021),n/a,n/a,n/a
COMPUTATIONAL VISUAL MEDIA,2096-0433,6.9,2096-0662
COMPUTER,0018-9162,2.2,1558-0814
"COMPUTER AIDED CONSTELLATION MANAGEMENT AND COMMUNICATION SATELLITES, ICSS 2022",n/a,n/a,n/a
COMPUTER AIDED GEOMETRIC DESIGN,0167-8396,1.5,1879-2332
"COMPUTER AIDED VERIFICATION (CAV 2022), PT I",n/a,n/a,n/a
"COMPUTER AIDED VERIFICATION (CAV 2022), PT II",n/a,n/a,n/a
COMPUTER ALGEBRA IN SCIENTIFIC COMPUTING (CASC 2022),n/a,n/a,n/a
COMPUTER ANIMATION AND VIRTUAL WORLDS,1546-4261,1.1,1546-427X
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,1061-3773,2.9,1099-0542
COMPUTER ASSISTED LANGUAGE LEARNING,0958-8221,7,1744-3210
COMPUTER ASSISTED SURGERY,2469-9322,2.1,2469-9322
COMPUTER COMMUNICATIONS,0140-3664,6,1873-703X
COMPUTER GRAPHICS FORUM,0167-7055,2.5,1467-8659
COMPUTER INFORMATION SYSTEMS AND INDUSTRIAL MANAGEMENT (CISIM 2022),n/a,n/a,n/a
COMPUTER JOURNAL,0010-4620,1.4,1460-2067
COMPUTER LAW & SECURITY REVIEW,0267-3649,2.9,0267-3649
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,0169-2607,6.1,1872-7565
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0045-7825,7.2,1879-2138
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,1025-5842,1.6,1476-8259
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING-IMAGING AND VISUALIZATION,2168-1163,1.6,2168-1171
"COMPUTER METHODS, IMAGING AND VISUALIZATION IN BIOMECHANICS AND BIOMEDICAL ENGINEERING II",n/a,n/a,n/a
COMPUTER MUSIC JOURNAL,0148-9267,n/a,1531-5169
COMPUTER NETWORKS,1389-1286,5.6,1872-7069
COMPUTER OPTICS,0134-2452,1,2412-6179
"COMPUTER PERFORMANCE ENGINEERING, EPEW 2022",n/a,n/a,n/a
COMPUTER PHYSICS COMMUNICATIONS,0010-4655,6.3,1879-2944
"COMPUTER SAFETY, RELIABILITY, AND SECURITY, SAFECOMP 2022",n/a,n/a,n/a
"COMPUTER SAFETY, RELIABILITY, AND SECURITY, SAFECOMP 2022 WORKSHOPS",n/a,n/a,n/a
COMPUTER SCIENCE AND INFORMATION SYSTEMS,1820-0214,1.4,1820-0214
COMPUTER SCIENCE EDUCATION,0899-3408,2.7,1744-5175
COMPUTER SCIENCE JOURNAL OF MOLDOVA,1561-4042,0.3,1561-4042
COMPUTER SCIENCE REVIEW,1574-0137,12.9,1876-7745
"COMPUTER SCIENCE, CACIC 2021",n/a,n/a,n/a
COMPUTER SCIENCE-AGH,1508-2806,0.5,2300-7036
"COMPUTER SECURITY - ESORICS 2022, PT I",n/a,n/a,n/a
"COMPUTER SECURITY - ESORICS 2022, PT II",n/a,n/a,n/a
"COMPUTER SECURITY - ESORICS 2022, PT III",n/a,n/a,n/a
COMPUTER SECURITY: ESORICS 2021 INTERNATIONAL WORKSHOPS,n/a,n/a,n/a
COMPUTER SPEECH AND LANGUAGE,0885-2308,4.3,1095-8363
COMPUTER STANDARDS & INTERFACES,0920-5489,5,1872-7018
"COMPUTER SUPPORTED COOPERATIVE WORK AND SOCIAL COMPUTING, CHINESECSCW 2021, PT I",n/a,n/a,n/a
"COMPUTER SUPPORTED COOPERATIVE WORK AND SOCIAL COMPUTING, CHINESECSCW 2021, PT II",n/a,n/a,n/a
COMPUTER SUPPORTED COOPERATIVE WORK-THE JOURNAL OF COLLABORATIVE COMPUTING AND WORK PRACTICES,0925-9724,2.4,1573-7551
"COMPUTER SUPPORTED EDUCATION, CSEDU 2021",n/a,n/a,n/a
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,0267-6192,2.2,n/a
COMPUTER VISION - ACCV 2022 WORKSHOPS,n/a,n/a,n/a
"COMPUTER VISION - ACCV 2022, PT I",n/a,n/a,n/a
"COMPUTER VISION - ACCV 2022, PT III",n/a,n/a,n/a
"COMPUTER VISION - ACCV 2022, PT IV",n/a,n/a,n/a
"COMPUTER VISION - ACCV 2022, PT V",n/a,n/a,n/a
"COMPUTER VISION - ACCV 2022, PT VII",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT I",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT II",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT III",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT IV",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT V",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT VI",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XIV",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XV",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XVI",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XVII",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XVIII",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XXVII",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XXVIII",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XXX",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XXXII",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XXXIII",n/a,n/a,n/a
"COMPUTER VISION - ECCV 2022, PT XXXV",n/a,n/a,n/a
COMPUTER VISION AND IMAGE UNDERSTANDING,1077-3142,4.5,1090-235X
"COMPUTER VISION, ECCV 2022, PT IX",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT VII",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT VIII",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT X",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XI",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XII",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XIII",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XIX",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XX",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXI",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXII",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXIII",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXIV",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXIX",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXV",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXVI",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXXI",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXXIV",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXXIX",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXXVI",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXXVII",n/a,n/a,n/a
"COMPUTER VISION, ECCV 2022, PT XXXVIII",n/a,n/a,n/a
"COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS, VISIGRAPP 2020",n/a,n/a,n/a
COMPUTER-AIDED ARCHITECTURAL DESIGN: DESIGN IMPERATIVES: THE FUTURE IS NOW,n/a,n/a,n/a
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,1093-9687,9.6,1467-8667
COMPUTER-AIDED DESIGN,0010-4485,4.3,1879-2685
"COMPUTER-HUMAN INTERACTION RESEARCH AND APPLICATIONS, CHIRA 2020",n/a,n/a,n/a
COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,0895-6111,5.7,1879-0771
COMPUTERS,2073-431X,2.8,2073-431X
COMPUTERS & CHEMICAL ENGINEERING,0098-1354,4.3,1873-4375
COMPUTERS & EDUCATION,0360-1315,12,1873-782X
COMPUTERS & ELECTRICAL ENGINEERING,0045-7906,4.3,1879-0755
COMPUTERS & FLUIDS,0045-7930,2.8,1879-0747
COMPUTERS & GEOSCIENCES,0098-3004,4.4,1873-7803
COMPUTERS & GRAPHICS-UK,0097-8493,2.5,1873-7684
COMPUTERS & INDUSTRIAL ENGINEERING,0360-8352,7.9,1879-0550
COMPUTERS & MATHEMATICS WITH APPLICATIONS,0898-1221,2.9,1873-7668
COMPUTERS & OPERATIONS RESEARCH,0305-0548,4.6,1873-765X
COMPUTERS & SECURITY,0167-4048,5.6,1872-6208
COMPUTERS & STRUCTURES,0045-7949,4.7,1879-2243
COMPUTERS AND CONCRETE,1598-8198,4.1,1598-818X
COMPUTERS AND EDUCATION OPEN,2666-5573,3.6,2666-5573
COMPUTERS AND ELECTRONICS IN AGRICULTURE,0168-1699,8.3,1872-7107
COMPUTERS AND GEOTECHNICS,0266-352X,5.3,1873-7633
COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,0198-9715,6.8,1873-7587
"COMPUTERS HELPING PEOPLE WITH SPECIAL NEEDS, ICCHP-AAATE 2022",n/a,n/a,n/a
"COMPUTERS HELPING PEOPLE WITH SPECIAL NEEDS, ICCHP-AAATE 2022, PT II",n/a,n/a,n/a
COMPUTERS IN BIOLOGY AND MEDICINE,0010-4825,7.7,1879-0534
COMPUTERS IN HUMAN BEHAVIOR,0747-5632,9.9,1873-7692
COMPUTERS IN HUMAN BEHAVIOR REPORTS,2451-9588,n/a,n/a
COMPUTERS IN INDUSTRY,0166-3615,10,1872-6194
COMPUTERS IN THE SCHOOLS,0738-0569,0.9,1528-7033
COMPUTING,0010-485X,3.7,1436-5057
"COMPUTING AND COMBINATORICS, COCOON 2022",n/a,n/a,n/a
COMPUTING AND INFORMATICS,1335-9150,0.7,1335-9150
COMPUTING IN CIVIL ENGINEERING 2021,n/a,n/a,n/a
COMPUTING IN SCIENCE & ENGINEERING,1521-9615,2.1,1558-366X
"COMPUTING SCIENCE, COMMUNICATION AND SECURITY",n/a,n/a,n/a
COMUNICACIO-REVISTA DE RECERCA I D ANALISI,2014-0304,0.4,2014-0444
COMUNICACION Y HOMBRE,1885-365X,0.3,1885-9542
COMUNICACION Y MEDIOS,0716-3991,0.2,0719-1529
COMUNICACOES,0104-8481,0,2238-121X
COMUNICAR,1134-3478,5.6,1988-3293
COMUNICAZIONE FILOSOFICA,1128-9082,0,1128-9082
COMUNIDAD Y SALUD,1690-3293,0.1,1690-3293
CON A DE ANIMACION,2173-6049,0.1,2173-3511
CON-TEXTOS KANTIANOS-INTERNATIONAL JOURNAL OF PHILOSOPHY,2386-7655,0.1,2386-7655
CONCENTRIC-LITERARY AND CULTURAL STUDIES,1729-6897,0.1,1729-8792
CONCENTRIC-STUDIES IN LINGUISTICS,1810-7478,0.1,2589-5230
CONCEPT OF MILIEU IN ENVIRONMENTAL ETHICS,n/a,n/a,n/a
CONCEPTS IN MAGNETIC RESONANCE PART A,1546-6086,0.6,1552-5023
CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,1552-5031,0.9,1552-504X
CONCEPTUAL ANALYSES OF CURRICULUM INQUIRY METHODOLOGIES,n/a,n/a,n/a
CONCEPTUAL MODELING (ER 2022),n/a,n/a,n/a
CONCRETE OPERATORS,2299-3282,0.6,2299-3282
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,1532-0626,2,1532-0634
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,1063-293X,n/a,1531-2003
CONDENSED MATTER,2410-3896,1.7,2410-3896
CONDENSED MATTER PHYSICS,1607-324X,0.6,2224-9079
CONDITIONAL BELONGING,n/a,n/a,n/a
CONFIGURATIONS,1063-1801,0.1,1080-6520
CONFINS-REVUE FRANCO-BRESILIENNE DE GEOGRAPHIE-REVISTA FRANCO-BRASILEIRA DE GEOGRAFIA,1958-9212,0.1,1958-9212
CONFLICT AND COOPERATION IN INTELLIGENCE AND SECURITY ORGANISATIONS,n/a,n/a,n/a
CONFLICT AND HEALTH,1752-1505,3.6,1752-1505
CONFLICT AND VIOLENCE IN MEDIEVAL ITALY 568-1154,n/a,n/a,n/a
CONFLICT MANAGEMENT AND PEACE SCIENCE,0738-8942,2.1,1549-9219
CONFLICT OF INTEREST AND MEDICINE,n/a,n/a,n/a
CONFLICT RESOLUTION AND GLOBAL JUSTICE,n/a,n/a,n/a
CONFLICT RESOLUTION QUARTERLY,1536-5581,0.6,1541-1508
CONFLICT SECURITY & DEVELOPMENT,1467-8802,1.3,1478-1174
CONFLICT STUDIES QUARTERLY,2285-7605,0.3,2285-7605
"CONFLICT, POWER, AND ORGANIZATIONAL CHANGE",n/a,n/a,n/a
CONFLUENCIA-REVISTA HISPANICA DE CULTURA Y LITERATURA,0888-6091,0.1,2328-6962
CONFLUENZE-RIVISTA DI STUDI IBEROAMERICANI,2036-0967,0.1,2036-0967
CONFORMAL GEOMETRY AND DYNAMICS,1088-4173,0.6,1088-4173
CONGENITAL ANOMALIES,0914-3505,1.3,1741-4520
CONGENITAL HEART DISEASE,1747-079X,0.3,1747-0803
CONGRESS & THE PRESIDENCY-A JOURNAL OF CAPITAL STUDIES,0734-3469,0.9,1944-1053
CONHECIMENTO & DIVERSIDADE,1983-3695,0.1,2237-8049
CONIMBRIGA-REVISTA DE ARQUEOLOGIA,0084-9189,0.1,1647-8657
CONJURED BODIES,n/a,n/a,n/a
CONNAISSANCE DES ARTS,0293-9274,0,n/a
CONNECTICUT INSURANCE LAW JOURNAL,1081-9436,n/a,1081-9436
CONNECTION SCIENCE,0954-0091,5.3,1360-0494
CONNECTIST-ISTANBUL UNIVERSITY JOURNAL OF COMMUNICATION SCIENCES,n/a,0.2,2636-8943
CONNECTIVE TISSUE RESEARCH,0300-8207,2.9,1607-8438
CONSCIOUSNESS AND COGNITION,1053-8100,2.4,1090-2376
CONSENT IN SHAKESPEARE,n/a,n/a,n/a
CONSERVAR PATRIMONIO,1646-043X,0.3,2182-9942
CONSERVATION & SOCIETY,0972-4923,1.6,0975-3133
CONSERVATION AND MANAGEMENT OF ARCHAEOLOGICAL SITES,1350-5033,0.2,1753-5522
CONSERVATION BIOLOGY,0888-8892,6.3,1523-1739
CONSERVATION GENETICS,1566-0621,2.2,1572-9737
CONSERVATION GENETICS RESOURCES,1877-7252,1.1,1877-7260
CONSERVATION LETTERS,1755-263X,8.5,1755-263X
CONSERVATION PHYSIOLOGY,2051-1434,2.7,2051-1434
CONSERVATION SCIENCE AND PRACTICE,n/a,3.1,2578-4854
CONSERVATISM AND MEMORY POLITICS IN RUSSIA AND EASTERN EUROPE,n/a,n/a,n/a
CONSOLATIONISM AND COMPARATIVE AFRICAN PHILOSOPHY,n/a,n/a,n/a
CONSPIRACY THEORIES AND THE FAILURE OF INTELLECTUAL CRITIQUE,n/a,n/a,n/a
CONSTELACIONES,2340-177X,0,2531-1360
CONSTELACIONES-REVISTA DE TEORIA CRITICA,2172-9506,0,2172-9506
CONSTELLATIONS-AN INTERNATIONAL JOURNAL OF CRITICAL AND DEMOCRATIC THEORY,1351-0487,0.7,1467-8675
CONSTITUTIONAL CROSSROADS,n/a,n/a,n/a
CONSTITUTIONAL POLITICAL ECONOMY,1043-4062,0.8,1572-9966
CONSTITUTIONALISM IN THE ANTHROPOCENE,n/a,n/a,n/a
CONSTITUTIONALIZING CRIMINAL LAW,n/a,n/a,n/a
CONSTRAINTS,1383-7133,1.6,1572-9354
CONSTRUCCION DE IMAGINARIOS,n/a,n/a,n/a
CONSTRUCTING THE EAST AFRICAN COMMUNITY,n/a,n/a,n/a
CONSTRUCTION AND BUILDING MATERIALS,0950-0618,7.4,1879-0526
CONSTRUCTION ECONOMICS AND BUILDING,1835-6354,1.6,1837-9133
CONSTRUCTION HISTORY-INTERNATIONAL JOURNAL OF THE CONSTRUCTION HISTORY SOCIETY,0267-7768,0,0267-7768
CONSTRUCTION INNOVATION-ENGLAND,1471-4175,3.3,1477-0857
CONSTRUCTION MANAGEMENT AND ECONOMICS,0144-6193,3.4,1466-433X
"CONSTRUCTION RESEARCH CONGRESS 2022: COMPUTER APPLICATIONS, AUTOMATION, AND DATA ANALYTICS",n/a,n/a,n/a
"CONSTRUCTION RESEARCH CONGRESS 2022: HEALTH AND SAFETY, WORKFORCE, AND EDUCATION",n/a,n/a,n/a
"CONSTRUCTION RESEARCH CONGRESS 2022: INFRASTRUCTURE, SUSTAINABILITY, AND RESILIENCE",n/a,n/a,n/a
"CONSTRUCTION RESEARCH CONGRESS 2022: PROJECT MANAGEMENT AND DELIVERY, CONTRACTS, AND DESIGN AND MATERIALS",n/a,n/a,n/a
CONSTRUCTIONS AND FRAMES,1876-1933,0.4,1876-1941
CONSTRUCTIVE APPROXIMATION,0176-4276,2.7,1432-0940
"CONSTRUCTIVE SIDE-CHANNEL ANALYSIS AND SECURE DESIGN, COSADE 2022",n/a,n/a,n/a
"CONSTRUCTIVE SIDE-CHANNEL ANALYSIS AND SECURE DESIGN, COSADE 2023",n/a,n/a,n/a
CONSTRUCTIVIST FOUNDATIONS,1782-348X,2.3,n/a
CONSULTING PSYCHOLOGY JOURNAL-PRACTICE AND RESEARCH,1065-9293,1.1,1939-0149
"CONSUMER REVOLUTION, 1650-1800",n/a,n/a,n/a
CONSUMING UTOPIA,n/a,n/a,n/a
CONSUMPTION MARKETS & CULTURE,1025-3866,2.4,1477-223X
CONTABILIDAD Y NEGOCIOS,1992-1896,0.1,2221-724X
CONTABILIDADE GESTAO E GOVERNANCA,1984-3925,0.1,1984-3925
CONTACT DERMATITIS,0105-1873,5.5,1600-0536
CONTACT LENS & ANTERIOR EYE,1367-0484,3.2,1476-5411
CONTADURIA UNIVERSIDAD DE ANTIOQUIA,0120-4203,0.4,2590-4604
CONTAGION-JOURNAL OF VIOLENCE MIMESIS AND CULTURE,1075-7201,0,1930-1200
CONTEMPORANEA,1127-3070,0.2,1127-3070
CONTEMPORANEA-REVISTA DE SOCIOLOGIA DA UFSCAR,2236-532X,0.1,2316-1329
CONTEMPORARY ACCOUNTING RESEARCH,0823-9150,3.6,1911-3846
CONTEMPORARY AMERICAN SCIENCE FICTION FILM,n/a,n/a,n/a
CONTEMPORARY ASIA ARBITRATION JOURNAL,1999-9747,0.7,1999-9747
CONTEMPORARY AUSCHWITZ/OSWIECIM,n/a,n/a,n/a
CONTEMPORARY BRITISH HISTORY,1361-9462,0.7,1743-7997
CONTEMPORARY BUDDHISM,1463-9947,1.4,1476-7953
CONTEMPORARY CLINICAL DENTISTRY,0976-237X,1.2,0976-2361
CONTEMPORARY CLINICAL TRIALS,1551-7144,2.2,1559-2030
CONTEMPORARY CLINICAL TRIALS COMMUNICATIONS,n/a,1.5,2451-8654
"CONTEMPORARY CURATING, ARTISTIC REFERENCE AND PUBLIC RECEPTION",n/a,n/a,n/a
CONTEMPORARY DIAGNOSTIC RADIOLOGY,0149-9009,0.1,1938-1395
CONTEMPORARY ECONOMIC POLICY,1074-3529,1.5,1465-7287
CONTEMPORARY ECONOMICS,2084-0845,2.1,2300-8814
